League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
South Africa 1,Orlando Pirates,17,12,2,3,38,34.9,26,7,19,25.9,57.3,1.41,1.51,13.24,35.2,12.16,15.9,19.49,0.56,0.38,5.37,52.87,66.4,30.89,46.9,8.91,429.37,84.2,5.65,57.7,70.1,40.11,55.2,71.87,13.84
South Africa 1,Stellenbosch FC,17,5,4,8,19,20.1,14,20,-6,26.4,52.0,0.76,0.94,8.4,34.2,14.95,13.22,15.06,1.18,1.08,9.75,54.46,60.4,51.75,43.0,9.18,344.29,76.1,6.61,55.54,60.3,52.45,50.9,69.68,6.72
South Africa 1,Golden Arrows,17,6,2,9,20,19.3,23,22,1,26.3,51.7,1.25,1.04,8.56,34.8,11.7,16.69,14.3,1.37,1.19,13.22,55.76,64.4,36.52,43.0,10.88,377.28,80.1,2.93,49.31,63.2,37.28,50.3,71.04,13.17
South Africa 1,Marumo Gallants,18,3,6,9,15,17.8,12,24,-12,29.6,51.0,0.61,0.65,9.43,32.6,12.09,12.4,12.04,1.18,1.23,10.3,54.14,62.3,39.08,43.1,13.1,340.23,79.8,5.07,49.79,60.9,50.97,53.0,65.16,10.55
South Africa 1,Sekhukhune United,18,9,5,4,32,26.2,19,10,9,28.9,50.7,0.97,1.16,9.43,36.8,12.38,13.91,12.59,1.01,0.51,9.89,49.18,64.7,46.43,54.9,12.72,343.9,80.6,3.52,49.03,65.6,51.98,53.5,70.33,9.07
South Africa 1,Siwelele Football Club,17,4,6,7,18,18.0,9,14,-5,28.0,50.2,0.6,0.86,8.44,32.3,13.82,15.01,10.36,0.92,0.73,8.24,52.74,66.5,48.55,42.0,9.4,348.77,79.8,3.12,54.0,64.2,54.33,54.2,72.86,9.23
South Africa 1,TS Galaxy FC,18,7,3,8,24,22.4,22,19,3,28.1,49.5,1.19,1.17,9.4,37.0,12.98,12.06,12.49,1.26,1.03,10.75,53.01,63.0,43.13,42.8,12.44,323.17,79.4,3.75,48.01,64.8,48.61,52.8,65.4,10.48
South Africa 1,Chippa United,18,4,6,8,18,16.1,13,21,-8,27.6,46.9,0.67,0.76,7.77,32.5,8.28,14.25,9.98,1.41,1.08,11.89,55.52,64.9,42.3,46.2,12.83,318.42,78.6,3.24,47.91,59.1,48.32,50.2,65.15,10.39
South Africa 1,Durban City,18,8,4,6,28,28.7,17,13,4,28.7,46.7,0.87,1.03,9.06,29.4,12.8,14.28,12.54,0.74,0.67,7.27,56.31,65.3,55.03,45.3,9.9,304.97,75.3,2.82,50.53,58.1,52.73,51.4,64.45,7.73
South Africa 1,Magesi,17,2,6,9,12,19.2,11,24,-13,29.5,45.1,0.67,1.04,9.24,28.5,13.28,13.4,12.54,1.18,1.41,9.48,55.98,62.8,50.6,45.7,11.31,302.37,76.1,3.12,48.64,60.1,50.05,52.1,65.34,6.61
South Africa 1,Polokwane City,17,6,7,4,25,21.7,13,11,2,28.5,44.4,0.75,0.99,9.94,25.6,11.68,11.5,12.31,0.97,0.64,9.31,53.58,67.4,61.79,43.2,10.23,278.61,75.9,3.58,50.06,60.3,56.59,53.7,64.45,6.71
South Africa 1,Richards Bay,17,4,7,6,19,21.6,14,19,-5,26.8,43.6,0.86,1.0,10.11,32.1,13.11,12.93,14.28,0.92,1.1,9.07,59.55,68.4,55.2,42.7,9.6,301.86,76.1,3.19,49.14,62.2,50.48,52.9,68.31,9.07
South Africa 1,Orbit College,18,4,2,12,14,17.9,14,32,-18,25.5,43.4,0.72,0.87,7.84,27.6,12.18,11.71,11.77,1.38,1.65,11.04,57.08,60.4,38.5,40.8,17.33,326.87,78.7,4.59,50.93,61.4,53.57,50.3,67.5,8.88
South Africa 1,AmaZulu,18,9,3,6,30,20.4,19,17,2,28.0,39.3,0.97,0.99,7.16,38.6,9.21,11.46,11.26,1.34,0.87,13.81,52.14,60.4,32.18,45.6,17.24,303.31,77.2,4.6,39.86,58.0,42.01,44.8,66.21,8.95
Spain 1,Barcelona,25,20,1,4,61,50.0,67,25,42,24.9,67.7,2.41,2.26,17.19,38.1,14.42,27.01,29.42,1.23,0.9,7.99,45.4,63.7,20.47,53.3,8.36,580.86,89.2,6.91,66.33,82.5,29.6,53.5,68.27,21.12
Spain 1,Real Madrid,25,19,3,3,60,50.8,54,21,33,25.3,58.5,1.97,2.14,16.01,39.6,10.79,26.77,24.32,1.09,0.77,8.75,47.74,63.5,21.19,51.3,10.48,517.72,89.5,5.58,64.58,81.4,33.15,56.3,62.8,22.32
Spain 1,Elche,25,5,10,10,25,27.8,32,37,-5,26.6,58.2,1.16,1.15,8.98,37.2,12.5,16.1,15.08,1.7,1.34,12.14,58.05,61.7,26.53,41.5,9.6,455.49,86.9,2.8,48.02,75.2,40.86,57.3,66.26,14.43
Spain 1,Atlético Madrid,25,14,6,5,48,42.7,42,23,19,27.4,54.0,1.53,1.41,10.94,45.0,17.36,16.77,21.55,0.94,0.84,8.75,56.12,62.4,33.26,49.1,11.73,474.1,86.2,4.05,53.75,78.0,36.58,59.2,68.34,17.58
Spain 1,Rayo Vallecano,24,6,8,10,26,35.1,22,31,-9,28.6,53.5,0.83,1.34,11.02,34.5,15.16,17.45,14.52,1.2,1.17,10.27,60.7,60.2,27.38,40.0,8.82,395.13,83.2,3.76,48.29,66.3,46.56,54.3,62.92,13.09
Spain 1,Sevilla,25,8,5,12,29,29.5,32,39,-7,27.2,52.0,1.14,1.1,9.52,34.1,11.05,16.08,15.61,1.34,1.39,8.77,58.88,62.7,33.04,47.1,8.58,377.82,83.3,3.17,42.31,67.9,38.78,51.7,60.24,13.65
Spain 1,Deportivo Alavés,25,7,6,12,27,32.4,23,32,-9,27.4,50.5,0.83,1.12,9.83,33.9,14.47,18.53,13.96,1.23,1.16,10.55,63.67,58.7,37.1,45.1,10.08,386.69,82.9,2.79,43.44,69.7,38.73,55.5,59.54,12.84
Spain 1,Girona,25,7,9,9,30,26.1,26,40,-14,26.9,50.3,0.95,1.12,8.55,41.9,9.94,18.26,14.35,1.66,1.46,13.11,55.52,58.9,26.96,42.0,14.89,399.89,85.7,3.14,39.23,71.5,34.15,52.4,57.49,19.61
Spain 1,Celta de Vigo,25,9,10,6,37,38.0,34,27,7,26.6,49.6,1.24,1.32,9.77,37.2,8.83,15.01,15.99,1.24,0.98,9.56,52.94,58.3,19.77,40.6,14.04,450.18,85.7,3.85,50.65,75.0,33.39,50.9,64.6,16.57
Spain 1,Athletic Club,25,10,4,11,34,41.9,29,35,-6,27.3,49.4,1.06,1.5,12.1,36.4,18.23,20.89,18.74,1.09,1.28,8.09,56.54,61.1,35.5,43.8,10.24,381.03,81.4,3.9,51.58,70.2,39.55,53.5,64.19,15.16
Spain 1,Valencia,25,6,8,11,26,34.3,26,39,-13,27.1,49.4,0.95,1.23,8.94,27.2,13.78,18.17,14.29,1.31,1.42,10.18,55.65,61.2,30.02,43.3,12.82,374.98,82.9,3.27,44.67,68.5,41.87,57.4,60.19,13.49
Spain 1,Real Sociedad,25,8,8,9,32,33.0,37,38,-1,25.9,49.0,1.34,1.22,10.76,39.7,13.07,19.12,15.54,1.35,1.38,11.12,63.05,62.5,33.54,45.6,10.05,386.37,83.1,3.11,43.75,69.9,36.04,55.4,59.47,14.38
Spain 1,Real Betis,25,11,9,5,42,37.1,40,30,10,27.9,48.3,1.44,1.39,13.05,33.9,11.61,17.76,17.32,1.24,1.08,10.78,57.87,62.7,28.72,44.8,19.85,404.71,84.4,4.38,46.87,72.9,40.94,55.0,62.65,14.92
Spain 1,Mallorca,25,6,6,13,24,27.5,29,41,-12,27.8,46.2,1.05,1.08,8.42,40.3,12.39,16.55,11.74,1.51,1.48,12.32,57.48,61.5,34.22,46.8,12.88,334.24,81.7,3.25,40.18,67.9,42.42,55.0,60.23,11.85
Spain 1,Real Oviedo,24,3,8,13,17,20.8,16,39,-23,28.1,45.7,0.61,0.96,8.57,32.7,13.04,18.39,12.59,1.69,1.48,12.59,59.22,61.3,30.59,46.0,13.38,339.83,82.9,2.65,35.26,64.7,42.5,58.2,56.79,13.91
Spain 1,Osasuna,25,9,6,10,33,32.4,30,29,1,28.2,44.8,1.09,1.17,9.25,32.3,14.1,16.24,13.22,1.31,1.06,10.96,60.21,60.3,35.22,49.5,13.46,334.07,81.5,3.13,41.23,66.7,41.34,56.2,59.22,11.95
Spain 1,Villarreal,25,16,3,6,51,39.1,47,27,20,26.2,44.2,1.73,1.46,10.2,39.6,9.95,16.96,17.99,1.23,0.99,10.42,58.95,59.3,26.65,45.6,15.8,364.29,83.6,5.21,42.47,71.7,34.94,52.2,59.98,14.65
Spain 1,Getafe,25,8,5,12,29,31.3,20,29,-9,28.5,43.1,0.72,0.78,7.95,29.1,12.89,13.98,10.8,0.87,1.05,8.7,60.46,64.1,41.75,40.4,10.34,265.12,74.0,3.14,45.54,58.4,45.79,52.8,55.08,7.4
Spain 1,Espanyol,25,10,5,10,35,34.3,31,37,-6,27.6,42.1,1.13,1.36,10.19,36.1,16.01,17.46,14.51,1.32,1.35,10.77,61.59,60.2,34.12,42.2,12.32,326.1,81.7,3.02,41.22,66.5,40.13,55.9,59.99,12.0
Spain 1,Levante,25,4,6,15,18,25.5,26,44,-18,26.3,41.9,0.94,1.11,8.6,30.7,10.51,13.33,12.46,1.69,1.59,14.2,60.45,60.0,30.06,44.0,14.05,317.11,80.3,4.44,38.8,61.8,42.02,48.9,54.34,10.37
Spain 2,FC Andorra,27,8,8,11,32,33.7,31,39,-8,23.6,60.7,1.05,1.22,11.93,35.0,13.77,26.34,15.46,1.5,1.33,10.84,60.36,59.9,27.73,44.7,8.13,445.24,85.8,4.28,46.36,72.9,37.96,52.6,65.94,20.05
Spain 2,Córdoba,27,11,8,8,41,40.8,37,33,4,26.5,57.0,1.27,1.42,12.42,34.9,14.63,21.65,16.55,1.15,1.1,9.29,63.15,61.7,32.9,50.9,6.54,353.15,81.4,3.17,44.47,70.5,36.34,55.9,61.4,16.14
Spain 2,Las Palmas,27,10,12,5,42,38.2,31,22,9,25.7,55.4,1.04,0.97,10.19,37.8,10.69,16.12,14.82,0.93,0.74,9.28,55.44,63.2,25.84,44.5,9.35,430.09,84.9,4.36,45.22,68.3,37.98,51.9,57.55,13.34
Spain 2,Castellón,27,14,7,6,49,47.8,45,26,19,27.4,54.8,1.5,1.58,11.67,36.6,15.1,20.83,22.37,0.97,0.87,8.43,61.97,64.1,30.3,43.9,8.79,380.57,81.5,3.57,48.0,71.9,39.83,53.9,67.93,18.33
Spain 2,Málaga,27,13,5,9,44,36.6,40,31,9,24.9,53.3,1.35,1.22,11.37,42.0,12.54,24.25,17.59,1.24,1.04,10.9,62.56,59.5,27.41,40.4,9.55,382.84,83.9,3.06,40.56,70.1,39.85,57.4,63.23,18.87
Spain 2,Leganés,27,8,9,10,33,43.3,29,28,1,27.2,52.5,0.98,1.37,10.15,37.0,14.44,21.85,13.6,1.02,0.95,9.88,55.43,62.8,29.76,42.2,10.59,361.52,83.2,4.06,44.1,69.8,46.64,58.7,64.9,15.05
Spain 2,Racing Santander,27,15,5,7,50,40.4,53,35,18,25.0,51.8,1.81,1.4,11.18,41.5,8.79,15.51,16.83,1.16,1.16,10.02,53.91,60.4,26.96,47.4,9.86,382.63,82.9,4.09,48.97,71.9,28.93,48.4,60.8,13.02
Spain 2,Deportivo La Coruña,27,13,7,7,46,42.0,41,29,12,26.2,51.3,1.39,1.37,10.86,38.1,11.24,18.74,15.21,1.14,0.98,11.24,56.83,61.1,27.36,42.7,11.58,399.55,85.0,3.23,42.61,72.2,40.06,52.9,62.5,15.72
Spain 2,Ceuta,27,12,5,10,41,33.0,35,39,-4,28.1,51.0,1.2,1.17,9.15,36.0,14.22,18.02,15.25,1.37,1.27,10.18,60.26,60.8,31.66,42.3,9.18,347.19,80.7,2.12,41.04,68.0,39.43,52.5,62.39,13.81
Spain 2,Almería,27,14,6,7,48,35.8,52,39,13,27.2,50.9,1.8,1.39,13.11,39.3,13.84,19.27,17.75,1.42,1.25,11.0,59.13,60.0,30.9,47.0,10.65,375.4,83.1,2.84,41.49,73.1,38.37,56.4,61.9,15.81
Spain 2,Real Valladolid,27,7,8,12,29,41.8,28,38,-10,24.8,50.5,0.94,1.33,10.99,34.1,17.5,25.01,17.03,1.08,1.27,9.08,66.37,60.6,38.31,50.7,8.05,348.07,79.7,3.39,46.22,65.2,43.04,55.3,66.13,15.22
Spain 2,Granada,27,7,11,9,32,35.9,33,32,1,24.7,50.0,1.15,1.13,10.72,31.2,14.93,22.1,13.57,1.1,1.08,9.5,57.15,64.8,32.4,47.6,9.81,323.18,81.6,3.48,42.91,67.3,40.55,53.6,57.53,16.01
Spain 2,Eibar,27,9,8,10,35,40.1,28,29,-1,27.9,49.7,0.95,1.29,10.2,34.6,16.58,19.12,16.07,1.06,0.98,9.8,60.61,61.5,41.32,44.3,9.88,396.64,83.0,2.78,45.53,67.2,38.44,52.5,61.15,13.32
Spain 2,Real Zaragoza,27,5,9,13,24,34.0,23,40,-17,27.0,48.9,0.77,1.1,9.94,30.0,12.91,16.56,12.98,1.25,1.34,10.91,58.28,60.8,32.25,48.4,10.83,346.45,81.1,4.05,45.67,65.4,42.09,50.6,57.11,12.51
Spain 2,Burgos,27,11,7,9,40,38.6,29,26,3,27.2,48.1,0.98,1.09,8.67,32.0,12.87,16.97,12.87,0.98,0.88,9.96,63.61,62.7,36.68,48.4,9.98,346.76,81.3,2.61,41.9,67.2,43.26,54.8,61.0,10.97
Spain 2,Cultural Leonesa,27,7,6,14,27,25.1,27,41,-14,26.6,47.4,0.92,0.92,9.81,35.6,11.24,18.2,13.95,1.6,1.39,11.34,60.84,61.8,28.59,41.4,12.16,358.74,83.0,4.04,41.69,68.9,38.94,54.1,58.97,16.74
Spain 2,Sporting Gijón,27,12,5,10,41,42.2,38,36,2,26.7,45.4,1.26,1.37,9.71,41.1,13.67,13.4,15.5,1.07,1.2,9.94,60.7,63.0,37.55,47.1,12.21,355.61,82.3,2.89,45.93,69.8,39.21,51.1,62.69,10.78
Spain 2,Huesca,27,8,6,13,30,33.8,26,36,-10,28.7,45.0,0.91,1.04,8.87,28.0,14.08,14.05,14.85,1.17,1.22,10.55,56.35,63.7,36.89,40.3,12.77,330.9,80.2,3.18,40.42,64.0,41.72,56.3,61.35,10.48
Spain 2,Cádiz,27,9,8,10,35,29.8,28,33,-5,25.1,44.8,0.94,0.98,9.14,32.1,16.59,18.88,13.32,1.37,1.11,12.31,56.01,59.8,32.88,45.9,11.02,327.49,80.2,2.23,41.91,67.3,35.91,53.8,58.54,12.61
Spain 2,Real Sociedad B,27,9,7,11,34,33.0,36,36,0,21.0,44.8,1.23,1.11,10.15,39.6,10.76,17.41,13.05,1.36,1.23,12.57,69.8,56.8,35.02,41.0,9.9,316.4,79.3,3.37,39.0,63.5,48.75,54.6,61.39,12.64
Spain 2,Albacete,27,9,7,11,34,34.0,32,38,-6,28.8,43.9,1.11,1.21,10.98,35.0,16.49,16.87,16.7,1.31,1.28,10.77,57.26,62.7,31.7,40.1,11.3,315.62,78.4,2.46,41.43,66.1,41.22,50.6,56.95,12.85
Spain 2,Mirandés,27,6,6,15,24,26.0,28,44,-16,23.4,42.9,0.98,0.95,9.18,34.0,11.87,14.18,11.35,1.44,1.47,12.71,59.5,56.8,38.42,46.4,13.68,288.11,79.6,2.17,37.33,66.3,38.35,55.0,55.3,10.51
Sweden 1,Hammarby,30,19,5,6,62,53.8,60,29,31,25.4,60.5,1.83,1.59,14.95,36.5,14.65,26.5,24.49,0.98,0.88,8.95,61.61,63.9,25.37,49.2,8.62,509.42,85.9,4.69,59.73,74.0,32.92,47.7,70.45,24.3
Sweden 1,Häcken,30,9,8,13,35,44.7,42,50,-8,26.5,57.5,1.28,1.63,13.21,37.2,15.32,19.93,22.49,1.48,1.53,10.65,66.65,63.4,23.9,46.1,9.93,500.23,86.1,4.58,57.19,74.9,41.54,57.5,76.94,18.98
Sweden 1,Malmö FF,30,13,10,7,49,53.0,46,33,13,26.7,55.8,1.4,1.65,13.74,32.4,13.8,20.63,26.38,1.08,1.01,9.75,57.74,62.2,29.52,44.1,9.81,478.76,86.2,2.71,48.87,74.2,34.92,56.2,70.29,17.37
Sweden 1,Mjällby,30,23,6,1,75,48.7,57,18,39,26.0,54.1,1.74,1.46,12.78,38.3,11.83,17.12,21.83,1.05,0.55,10.39,66.19,62.6,32.34,46.1,9.3,464.74,84.5,3.33,47.32,70.8,41.73,55.5,72.76,16.75
Sweden 1,Djurgården,30,13,10,7,49,47.8,52,32,20,27.1,52.7,1.56,1.36,11.82,38.6,14.52,17.74,21.31,1.06,0.96,10.35,63.44,64.4,29.29,46.4,9.33,416.81,83.5,4.32,50.21,72.0,43.24,56.3,72.59,13.56
Sweden 1,GAIS,30,14,10,6,52,51.8,45,30,15,26.0,52.3,1.38,1.61,13.94,30.3,15.53,22.09,19.54,1.12,0.92,10.17,60.62,61.8,35.07,46.7,9.38,421.97,82.8,3.92,56.92,70.7,45.03,54.8,72.02,16.45
Sweden 1,IFK Göteborg,30,16,3,11,51,40.8,41,33,8,25.0,51.8,1.23,1.36,11.68,32.4,19.54,20.11,19.57,1.42,0.99,11.2,64.36,61.7,33.23,45.2,9.63,396.08,80.0,3.45,54.19,67.4,44.46,46.8,63.76,15.31
Sweden 1,Sirius,30,11,6,13,39,47.9,53,51,2,24.7,50.5,1.61,1.67,12.82,34.8,15.49,15.58,20.32,1.32,1.55,12.06,66.31,62.6,28.64,42.0,10.82,411.06,83.8,3.55,49.6,71.2,47.32,55.0,69.53,13.24
Sweden 1,Elfsborg,30,12,4,14,40,37.4,45,51,-6,26.9,48.6,1.37,1.43,10.61,35.1,16.74,16.77,20.61,1.62,1.55,13.14,64.42,61.4,30.55,41.6,11.14,388.08,82.2,4.15,50.03,66.9,41.55,50.6,65.55,12.96
Sweden 1,Värnamo,30,3,7,20,16,25.9,36,69,-33,25.8,47.2,1.1,1.05,11.12,30.5,14.09,17.94,15.46,1.96,2.11,15.74,60.08,62.2,30.29,45.8,12.19,377.63,80.1,4.06,46.76,66.5,43.09,48.2,68.49,14.88
Sweden 1,AIK,30,13,9,8,48,43.8,40,33,7,28.6,46.5,1.19,1.13,10.5,30.9,13.8,16.92,16.74,1.04,0.98,9.25,64.1,65.8,42.99,48.8,10.21,338.59,77.9,3.18,44.09,62.2,44.57,51.6,63.92,10.11
Sweden 1,Öster,30,6,8,16,26,29.9,29,48,-19,25.9,46.2,0.88,1.02,8.35,32.2,15.04,15.98,14.59,1.61,1.45,14.71,64.22,59.6,32.9,45.5,11.88,357.64,81.1,3.09,41.07,67.1,46.45,57.0,64.67,11.14
Sweden 1,IFK Norrköping,30,8,5,17,29,32.1,40,57,-17,25.7,45.4,1.2,1.15,10.02,33.6,11.52,18.23,14.95,1.64,1.68,13.18,64.31,60.9,35.92,48.4,11.4,346.98,81.0,3.43,42.56,64.7,42.2,47.1,57.69,11.13
Sweden 1,Brommapojkarna,30,9,4,17,31,39.3,40,47,-7,25.5,44.6,1.21,1.26,11.08,37.5,14.51,19.74,18.07,1.36,1.43,12.18,67.26,63.6,30.76,47.2,12.99,353.62,79.7,3.46,43.18,62.0,49.8,53.7,64.49,14.91
Sweden 1,Degerfors,30,8,6,16,30,37.7,33,52,-19,25.5,44.2,1.0,1.26,10.74,32.3,14.9,19.16,16.0,1.4,1.58,11.53,65.3,63.9,34.73,43.3,11.87,331.07,79.5,2.86,46.75,66.9,39.91,51.4,61.32,13.41
Sweden 1,Halmstad,30,10,5,15,35,32.1,24,50,-26,26.4,41.3,0.73,1.05,8.28,32.8,9.77,15.09,13.19,1.53,1.53,12.37,65.78,61.8,37.5,45.5,13.44,319.35,79.3,3.12,42.14,59.4,45.14,53.2,60.13,9.19
Sweden 2,Landskrona,30,11,8,11,41,38.8,39,47,-8,23.5,61.0,1.19,1.3,11.15,40.2,18.41,20.39,18.74,1.48,1.43,10.85,57.91,61.3,23.77,43.2,8.4,495.35,85.5,2.8,56.41,76.8,38.43,51.9,70.4,20.88
Sweden 2,Sandviken,30,12,5,13,41,42.3,36,47,-11,25.6,55.6,1.1,1.27,12.05,34.9,17.41,23.7,21.52,1.2,1.44,11.0,64.16,64.3,28.69,44.9,9.75,447.15,84.3,3.49,56.5,73.8,40.77,54.5,70.75,21.83
Sweden 2,Örebro,30,5,9,16,24,38.9,39,53,-14,26.3,53.2,1.18,1.42,12.19,32.9,15.88,20.34,17.57,1.5,1.6,12.1,64.04,63.7,31.87,45.7,10.71,435.39,82.1,3.74,54.84,64.8,47.05,46.3,72.46,15.24
Sweden 2,Kalmar,30,18,10,2,64,51.0,52,21,31,26.2,52.9,1.6,1.57,12.59,33.7,17.64,19.15,26.2,1.06,0.65,8.56,61.09,62.4,27.56,43.4,9.6,443.87,84.2,4.25,55.11,71.9,41.87,52.4,67.0,17.15
Sweden 2,Brage,30,11,8,11,41,36.6,51,51,0,26.3,52.9,1.56,1.27,10.75,38.1,15.6,16.58,17.86,1.55,1.56,12.3,56.02,62.7,28.18,48.1,12.15,459.43,85.2,3.85,56.91,73.6,47.2,57.1,76.78,14.1
Sweden 2,Östersunds FK,30,9,9,12,36,38.9,33,51,-18,26.0,51.6,1.0,1.26,11.07,33.0,15.45,18.34,17.95,1.55,1.55,12.08,64.27,59.2,28.74,44.9,10.82,393.37,82.5,3.13,49.43,66.5,44.89,49.5,66.79,15.03
Sweden 2,Västerås SK,30,20,5,5,65,58.4,62,30,32,25.6,51.2,1.88,1.72,13.22,36.2,16.8,18.34,23.0,0.84,0.91,8.56,58.44,67.4,34.32,48.1,10.05,416.32,83.9,3.51,49.84,73.2,39.86,53.9,71.54,15.8
Sweden 2,GIF Sundsvall,30,11,7,12,40,37.7,36,38,-2,24.6,50.0,1.11,1.14,9.55,34.4,14.96,14.07,13.95,1.31,1.17,11.55,59.68,65.4,30.41,41.1,14.86,415.94,84.1,3.13,49.79,67.2,50.53,55.0,67.52,13.52
Sweden 2,Trelleborg,30,5,7,18,22,38.2,23,51,-28,24.5,49.7,0.71,1.23,12.14,34.4,17.64,22.43,19.82,1.37,1.57,10.39,62.04,62.4,34.14,43.3,10.15,394.23,82.3,3.47,52.6,70.6,47.93,56.3,74.79,16.65
Sweden 2,Örgryte,30,16,8,6,56,45.9,57,33,24,27.5,49.6,1.76,1.73,15.19,36.6,17.1,22.87,24.75,1.47,1.02,12.31,58.24,65.3,29.01,50.9,13.65,427.1,83.2,4.94,51.05,73.3,37.44,52.8,71.39,20.99
Sweden 2,Helsingborg,30,11,8,11,41,42.6,42,39,3,25.1,47.9,1.29,1.36,10.61,35.4,14.0,16.95,15.66,1.3,1.2,12.64,57.7,63.6,30.33,47.1,11.95,396.33,81.8,2.89,52.6,65.1,45.46,49.5,69.98,13.87
Sweden 2,Varbergs,30,11,10,9,43,45.3,45,42,3,26.1,45.9,1.38,1.27,11.37,34.9,16.39,15.84,19.38,1.12,1.28,10.03,63.74,60.0,39.59,44.4,10.54,336.37,78.4,3.7,44.85,64.8,47.87,54.3,68.05,11.16
Sweden 2,Utsikten,30,7,8,15,29,34.1,45,53,-8,23.4,45.8,1.37,1.12,9.6,37.3,12.61,12.51,12.61,1.46,1.61,12.48,61.33,61.9,36.94,42.9,10.1,321.21,78.7,2.98,45.17,58.0,50.91,51.5,62.63,10.05
Sweden 2,Oddevold,30,13,9,8,48,38.5,42,36,6,26.7,45.8,1.29,1.21,9.47,38.1,12.86,19.46,15.66,1.33,1.11,12.18,60.25,63.2,32.68,42.2,15.52,378.1,82.5,3.48,44.43,62.2,43.44,48.5,62.9,14.24
Sweden 2,Umeå,30,4,7,19,19,33.3,30,57,-27,24.2,43.8,0.91,1.16,9.98,27.1,13.62,15.37,16.8,1.59,1.73,12.58,70.62,60.3,36.48,49.7,10.04,326.7,79.2,3.15,44.88,65.9,49.61,54.8,66.86,12.71
Sweden 2,Falkenberg,30,12,10,8,46,44.0,53,36,17,25.0,42.0,1.64,1.51,11.17,36.4,11.64,15.89,18.59,1.4,1.12,12.48,68.46,63.9,35.81,46.0,13.62,370.83,81.0,3.23,45.4,65.5,48.72,57.9,73.37,11.3
Switzerland 1,Lugano,26,13,7,6,46,39.3,43,31,12,26.5,55.7,1.52,1.49,11.59,38.3,13.85,16.25,16.28,1.3,1.09,11.49,55.29,57.7,30.34,50.3,10.57,436.93,86.1,3.56,41.51,68.9,44.37,62.3,67.38,13.64
Switzerland 1,Basel,26,11,7,8,40,44.8,39,34,5,26.1,55.2,1.38,2.08,14.34,36.1,15.76,20.56,22.69,1.58,1.21,12.67,53.68,62.3,33.8,48.7,8.93,417.55,83.5,5.01,51.59,72.5,38.38,57.6,72.64,15.51
Switzerland 1,Young Boys,26,10,6,10,36,33.9,52,52,0,26.6,54.9,1.85,1.51,11.86,41.1,14.6,22.69,19.41,1.75,1.85,11.79,57.59,63.1,33.26,47.5,9.89,395.94,83.2,4.67,52.07,69.4,42.95,53.2,68.35,16.1
Switzerland 1,Zürich,26,9,4,13,31,33.6,39,50,-11,25.0,53.4,1.38,1.6,11.8,41.7,10.77,21.86,17.19,1.61,1.74,12.05,63.04,60.1,39.69,47.0,8.33,334.67,80.4,3.3,47.27,67.2,47.73,56.8,64.45,14.46
Switzerland 1,Servette,26,6,10,10,28,39.3,44,51,-7,28.7,52.2,1.56,1.42,11.01,36.8,19.92,18.14,21.09,1.27,1.81,10.79,60.21,64.9,42.28,44.1,11.68,398.34,80.9,3.2,47.64,67.1,46.58,56.6,74.77,12.96
Switzerland 1,Luzern,26,8,9,9,33,35.8,52,49,3,23.7,49.6,1.85,1.5,12.94,32.7,14.9,18.38,19.02,1.55,1.74,12.8,71.12,62.7,34.85,41.0,11.1,348.3,80.4,2.99,45.52,66.0,45.44,56.3,70.19,13.23
Switzerland 1,Lausanne Sport,26,7,9,10,30,38.7,39,42,-3,24.5,49.3,1.37,1.69,12.95,37.8,12.6,20.73,20.38,1.48,1.48,10.52,62.79,63.7,35.55,51.1,10.4,354.58,79.6,4.86,52.09,67.9,38.47,50.3,67.19,15.38
Switzerland 1,Sion,26,10,10,6,40,36.8,39,30,9,26.5,48.9,1.38,1.53,11.63,34.1,17.69,17.33,18.08,1.44,1.06,11.52,63.77,61.6,35.7,43.4,12.11,372.02,81.1,3.51,45.34,69.0,50.69,59.6,75.47,13.19
Switzerland 1,Thun,26,20,1,5,61,41.5,60,28,32,26.3,46.5,2.11,1.82,15.26,35.9,14.28,16.64,22.3,1.52,0.98,12.13,66.37,62.0,51.31,44.8,7.75,291.49,75.2,4.75,50.22,60.6,53.04,55.5,68.9,10.34
Switzerland 1,Grasshopper,26,4,9,13,21,27.8,34,47,-13,23.6,45.5,1.2,1.23,10.98,36.1,13.71,19.16,15.8,1.69,1.66,12.26,79.02,66.2,45.94,42.0,8.35,301.98,72.1,2.94,46.68,60.4,50.83,50.2,70.17,11.51
Switzerland 1,St. Gallen,26,14,5,7,47,42.5,51,32,19,25.2,44.9,1.79,1.76,12.27,40.3,12.06,18.06,18.48,1.44,1.12,12.27,68.02,62.3,47.26,42.5,8.0,265.9,73.2,4.66,44.53,59.1,51.78,53.9,62.76,10.38
