League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
Albania 1,Dinamo City,25,9,9,7,36,35.8,29,19,10,27.2,58.1,1.06,1.1,11.59,30.3,14.12,21.61,16.53,1.04,0.69,8.41,57.23,61.4,26.04,44.9,8.31,408.75,84.3,3.77,53.8,73.4,36.39,56.2,67.4,20.48
Albania 1,Egnatia Rrogozhinë,25,13,7,5,46,41.6,30,18,12,27.0,57.0,1.09,1.45,10.7,35.0,17.39,13.86,17.21,0.92,0.65,8.26,56.02,62.5,31.69,44.3,8.54,379.39,82.6,4.51,48.93,67.7,48.57,58.9,69.12,13.57
Albania 1,AF Elbasani,25,12,9,4,45,38.6,31,20,11,27.0,52.6,1.12,1.26,9.01,40.0,11.28,17.98,12.0,1.03,0.72,10.45,54.04,60.3,29.94,42.6,9.67,347.14,81.5,3.31,40.68,64.7,43.88,57.7,61.14,13.33
Albania 1,Flamurtari Vlorë,25,4,8,13,20,30.2,23,33,-10,27.1,50.8,0.83,0.98,9.29,30.0,12.22,15.25,12.22,1.23,1.16,10.41,58.77,58.7,38.49,46.7,7.77,308.96,79.2,3.29,40.34,62.0,45.58,54.6,57.72,9.11
Albania 1,Teuta Durrës,25,7,12,6,33,40.1,21,20,1,25.9,50.7,0.75,1.01,8.81,26.5,9.99,13.66,11.97,0.69,0.72,6.72,58.55,61.3,34.97,47.7,7.59,322.26,80.4,4.21,44.1,63.2,39.11,54.3,57.65,9.02
Albania 1,Vllaznia Shkodër,25,14,6,5,48,43.1,33,19,14,27.1,49.4,1.19,1.28,12.32,35.1,13.44,16.39,14.81,0.74,0.68,8.21,69.25,63.3,41.9,50.4,6.52,308.73,78.0,2.45,45.54,66.2,42.98,55.4,64.82,11.82
Albania 1,Vora,25,6,8,11,26,28.8,21,25,-4,25.6,45.8,0.76,0.86,7.97,35.0,10.04,14.35,10.54,1.16,0.91,11.2,59.53,61.0,36.45,45.8,9.95,262.68,77.7,2.28,32.57,59.7,36.88,51.9,50.58,9.38
Albania 1,Tirana,25,4,9,12,21,22.4,19,37,-18,26.1,45.5,0.7,0.87,7.56,35.6,11.43,17.62,10.88,1.56,1.36,12.57,58.84,62.3,35.69,38.7,12.9,301.01,80.2,2.1,41.04,64.9,42.81,55.0,59.43,10.58
Albania 1,Partizani Tirana,25,10,6,9,36,32.1,25,29,-4,24.5,45.2,0.91,0.98,8.48,30.8,12.5,14.86,11.2,1.12,1.05,9.86,58.22,62.5,38.51,46.8,9.41,276.49,77.6,3.48,40.47,64.7,38.88,54.1,58.84,11.63
Albania 1,Bylis Ballsh,25,5,8,12,23,28.2,24,36,-12,23.8,44.0,0.88,0.81,8.96,31.6,9.0,15.13,10.54,1.15,1.32,8.67,56.61,62.0,38.83,43.3,12.08,281.72,79.3,1.84,38.02,65.5,38.83,58.8,55.91,10.62
Argentina 1,River Plate,6,2,1,3,7,10.5,4,6,-2,26.2,63.6,0.62,1.26,13.38,32.2,15.23,20.77,16.31,0.72,0.92,8.15,50.77,62.7,30.15,41.3,6.12,488.15,83.5,6.92,67.54,72.0,39.23,56.1,80.46,18.15
Argentina 1,Racing Club,6,2,1,3,7,8.1,7,8,-1,27.2,61.8,1.06,0.99,10.29,33.8,14.07,16.94,14.07,1.02,1.21,7.11,51.13,61.2,42.2,48.0,5.59,377.39,81.6,3.93,54.61,68.7,48.25,58.9,70.79,12.1
Argentina 1,Argentinos Juniors,5,2,2,1,8,10.7,3,2,1,27.7,61.1,0.55,1.88,14.11,36.4,19.8,16.31,19.98,0.74,0.37,7.7,57.19,66.7,41.61,50.7,7.08,437.54,82.1,5.87,54.26,72.3,48.39,57.6,80.29,16.68
Argentina 1,Boca Juniors,6,2,2,2,8,8.4,5,4,1,27.5,58.1,0.78,0.78,8.73,30.4,17.16,25.27,12.79,0.77,0.62,8.73,60.68,66.1,37.59,41.9,8.06,421.3,81.9,5.77,46.17,64.5,47.89,50.8,66.29,11.23
Argentina 1,Talleres Córdoba,7,3,1,3,10,8.9,8,9,-1,26.6,54.7,1.05,0.82,11.38,39.1,11.25,15.83,12.95,0.86,1.18,8.24,60.44,60.6,47.49,49.6,7.84,393.62,82.9,3.66,47.75,66.6,41.73,54.2,62.79,14.0
Argentina 1,Huracán,6,2,3,1,9,9.3,5,4,1,28.9,54.6,0.77,0.86,7.65,34.0,10.87,17.6,11.63,0.63,0.61,7.35,51.43,61.0,53.57,50.0,6.2,304.59,75.3,7.35,43.62,61.8,50.82,54.2,65.66,8.88
Argentina 1,Rosario Central,7,3,2,2,11,11.3,8,6,2,26.9,53.4,1.04,1.18,10.14,38.5,15.87,16.26,15.22,0.76,0.78,10.66,56.45,64.7,37.72,45.2,7.64,369.62,82.4,7.41,49.81,73.6,43.83,57.6,65.68,13.27
Argentina 1,San Lorenzo,7,3,2,2,11,7.6,7,5,2,25.3,52.5,0.91,0.78,7.41,31.6,14.44,21.46,11.84,1.15,0.65,11.05,61.13,63.2,44.09,43.4,6.74,304.6,76.3,6.37,46.17,62.8,43.31,49.8,57.88,12.62
Argentina 1,Aldosivi,6,0,3,3,3,6.9,2,6,-4,28.6,51.6,0.31,0.85,8.71,21.1,14.52,17.11,12.53,1.07,0.92,11.0,66.01,68.3,46.6,41.3,6.16,317.22,76.9,5.35,45.84,59.7,49.05,54.2,64.79,12.53
Argentina 1,Vélez Sarsfield,7,4,3,0,15,9.1,8,4,4,28.0,51.5,1.04,0.82,9.4,30.6,12.93,17.76,11.49,0.87,0.52,9.93,65.44,64.5,41.8,47.8,9.24,388.87,80.0,6.53,53.56,69.3,52.38,56.6,69.75,11.89
Argentina 1,Estudiantes,7,4,3,0,15,11.3,7,2,5,26.8,51.1,0.92,1.26,11.22,38.8,13.99,21.25,12.14,0.97,0.26,9.37,66.91,64.1,34.84,48.1,10.17,346.94,82.5,3.04,45.0,74.5,45.53,57.4,63.48,13.2
Argentina 1,Independiente,7,2,4,1,10,9.1,9,7,2,28.9,50.9,1.17,0.74,9.73,30.7,13.75,17.25,12.71,0.87,0.91,8.04,54.21,60.5,47.07,43.5,9.42,299.18,74.6,2.33,46.04,64.5,50.84,60.2,60.56,9.47
Argentina 1,Atlético Tucumán,7,1,2,4,5,11.4,9,10,-1,27.9,50.5,1.17,1.39,10.57,32.1,15.13,21.0,12.39,1.0,1.3,7.96,61.57,62.1,46.57,48.2,6.14,279.0,74.9,5.09,46.57,69.7,41.74,55.9,63.78,11.74
Argentina 1,Defensa y Justicia,7,2,5,0,11,9.2,6,4,2,26.2,50.5,0.77,0.92,7.22,33.9,10.83,17.41,10.19,0.97,0.52,10.19,56.86,63.9,37.52,42.6,11.26,315.13,77.5,2.71,42.16,63.9,42.81,50.0,61.38,10.7
Argentina 1,Instituto,7,2,2,3,8,13.9,8,8,0,27.7,49.7,1.02,1.45,10.42,37.8,15.64,15.0,14.11,0.69,1.02,7.75,64.96,70.3,37.37,43.9,8.12,316.78,75.0,4.7,45.89,60.7,52.37,54.9,69.15,8.77
Argentina 1,Unión Santa Fe,6,2,2,2,8,11.1,6,3,3,26.2,49.6,0.92,1.73,15.64,27.5,16.25,19.32,20.7,0.9,0.46,8.43,61.02,61.6,48.45,52.2,10.14,366.9,81.4,4.75,50.9,73.2,53.66,63.1,76.97,15.49
Argentina 1,Belgrano,7,4,3,0,15,8.2,9,4,5,30.1,49.4,1.18,0.99,10.45,32.5,15.02,19.07,16.07,1.26,0.52,10.58,59.17,67.8,28.48,44.0,11.91,368.1,81.2,3.27,47.02,72.2,38.66,55.4,70.15,15.02
Argentina 1,Platense,7,3,3,1,12,9.6,5,3,2,25.6,49.4,0.66,0.89,8.29,36.5,14.21,20.13,10.92,0.77,0.39,9.08,60.53,60.4,42.5,41.2,9.2,327.37,78.4,3.68,44.74,67.1,44.74,55.6,58.16,13.29
Argentina 1,Sarmiento,6,2,0,4,6,7.8,4,6,-2,27.7,49.4,0.6,1.21,9.78,38.5,9.78,16.71,11.74,1.34,0.9,12.04,62.46,56.6,52.37,44.5,7.79,281.29,77.4,3.16,36.27,63.9,44.1,60.1,60.05,11.14
Argentina 1,Central Córdoba SdE,7,2,2,3,8,6.6,3,4,-1,26.9,49.2,0.39,0.57,7.76,28.8,11.58,18.95,8.16,1.07,0.53,11.45,63.82,63.3,47.63,39.2,9.77,308.55,78.6,4.08,44.61,66.4,48.42,52.7,62.76,12.24
Argentina 1,Lanús,5,2,2,1,8,5.7,8,8,0,29.0,48.8,1.43,1.01,8.96,44.0,9.68,14.88,11.83,1.25,1.43,12.55,63.82,65.7,39.98,49.8,9.25,364.84,81.5,4.12,42.85,69.5,43.92,54.3,64.0,11.12
Argentina 1,Gimnasia Mendoza,7,2,1,4,7,8.3,4,9,-5,26.8,46.9,0.52,0.89,10.1,36.4,14.17,20.47,10.1,1.2,1.18,10.36,61.14,64.8,43.95,44.2,11.45,310.15,76.2,4.33,43.95,64.5,44.48,56.0,63.1,11.55
Argentina 1,Newell's Old Boys,7,0,2,5,2,9.4,5,14,-9,26.5,45.9,0.65,1.16,9.27,29.6,16.46,20.25,13.45,1.19,1.83,10.19,66.23,66.7,54.47,42.0,8.55,232.9,73.5,6.14,40.75,65.1,46.11,57.8,55.25,11.36
Argentina 1,Banfield,6,2,1,3,7,5.7,6,6,0,26.3,45.2,0.92,0.93,10.07,36.4,14.03,18.0,12.66,1.54,0.92,11.75,58.42,70.2,47.59,43.9,10.24,250.32,72.8,4.12,37.83,63.3,37.68,54.3,57.81,12.51
Argentina 1,Independiente Rivadavia,6,5,0,1,15,9.1,10,6,4,26.2,45.2,1.54,1.44,12.79,36.1,14.02,21.11,16.03,1.2,0.92,12.02,53.32,68.8,47.31,49.5,9.3,251.82,74.1,7.24,45.92,56.7,46.85,50.3,52.55,9.86
Argentina 1,Tigre,7,4,2,1,14,12.1,12,5,7,26.6,44.0,1.58,1.01,10.12,42.9,9.59,13.27,9.07,0.57,0.66,9.85,57.15,68.5,43.09,49.1,12.8,287.21,75.3,4.07,43.09,60.1,45.2,47.7,63.85,9.46
Argentina 1,Estudiantes Río Cuarto,6,0,1,5,1,6.1,1,11,-10,27.9,43.4,0.15,0.82,8.66,17.9,12.84,18.4,11.13,1.43,1.7,10.67,58.61,62.5,50.1,41.7,8.91,269.54,73.4,3.09,44.23,60.8,48.09,50.8,57.84,8.51
Argentina 1,Barracas Central,7,2,2,3,8,5.8,5,6,-1,27.9,42.1,0.65,0.6,7.97,36.1,8.88,15.94,6.4,1.43,0.78,11.76,51.86,59.7,41.67,41.4,10.97,286.72,78.2,3.27,44.02,63.2,47.42,57.0,59.3,11.36
Argentina 1,Gimnasia La Plata,7,3,1,3,10,6.5,7,8,-1,26.5,41.4,0.93,0.92,8.59,36.9,14.41,19.56,10.04,1.59,1.06,12.42,65.81,67.3,33.96,49.0,12.72,309.25,77.5,3.44,44.14,62.6,38.72,51.9,62.38,13.22
Argentina 1,Deportivo Riestra,7,0,4,3,4,8.9,2,5,-3,29.5,39.3,0.26,0.66,8.74,27.9,8.87,9.77,11.7,0.69,0.64,9.13,74.96,63.0,53.61,41.5,9.4,219.86,67.5,7.07,53.74,64.1,57.34,57.0,65.31,7.71
Armenia 1,BKMA II,17,13,2,2,41,14.3,52,22,30,19.0,59.6,8.04,3.05,21.8,37.6,16.24,27.53,26.91,1.06,1.24,8.51,74.23,69.4,17.32,50.0,7.0,400.98,81.3,5.72,63.56,69.1,38.35,50.8,76.24,21.96
Armenia 1,Syunik,16,11,1,4,34,26.0,31,12,19,24.3,54.7,2.04,1.66,15.0,37.7,18.29,21.12,20.99,0.85,0.59,9.93,71.97,65.9,28.42,47.0,7.81,366.18,80.2,3.36,56.18,65.6,53.88,57.5,76.51,12.04
Armenia 1,Pyunik II,17,4,7,6,19,17.7,22,25,-3,18.9,54.1,1.72,1.29,11.03,36.2,11.66,25.75,12.13,1.15,1.57,11.27,69.57,67.2,22.62,40.1,8.64,332.22,79.1,5.63,49.7,58.1,45.39,45.2,59.32,13.93
Armenia 1,Sardarapat,17,14,1,2,43,29.4,45,12,33,22.1,53.9,3.24,1.87,12.96,38.3,13.82,24.77,18.94,0.56,0.65,6.7,66.74,64.7,24.41,51.6,8.74,365.62,82.8,2.52,50.54,67.7,40.54,53.1,69.34,17.21
Armenia 1,Urartu II,17,5,7,5,22,14.5,28,26,2,18.0,52.9,1.84,1.15,10.39,42.4,12.49,20.12,14.33,1.61,1.51,12.16,85.6,66.0,25.24,35.7,6.81,315.69,76.9,3.62,49.37,60.2,42.21,50.9,65.94,11.7
Armenia 1,Ararat II,17,10,1,6,31,21.6,34,24,10,20.1,52.0,2.25,1.67,14.3,37.0,9.07,24.5,15.56,1.37,1.32,11.39,76.89,64.3,20.2,47.9,8.4,344.77,80.3,4.83,48.28,60.1,46.56,49.5,62.65,14.7
Armenia 1,Noah II,17,4,5,8,17,17.3,27,35,-8,18.5,51.2,1.59,1.22,10.48,38.2,9.54,23.85,11.31,1.78,2.06,15.31,83.76,61.3,21.32,46.4,9.3,341.09,81.0,2.65,42.64,60.9,37.99,51.2,61.02,14.55
Armenia 1,Hayq,17,11,1,5,34,21.4,33,16,17,26.0,50.9,2.54,1.73,15.19,40.1,13.5,19.9,18.28,1.02,0.93,8.02,68.41,67.1,25.37,45.6,8.94,321.05,77.3,4.01,52.67,60.3,43.73,47.8,67.33,13.03
Armenia 1,Andranik,17,12,1,4,37,17.1,36,16,20,22.9,48.2,3.31,1.66,12.78,36.7,8.92,23.72,13.61,1.14,1.01,8.92,85.4,68.1,31.9,45.0,7.51,282.5,74.9,4.87,48.82,59.7,47.25,49.0,58.19,12.13
Armenia 1,Ararat-Armenia II,17,2,4,11,10,5.8,17,34,-17,18.2,46.4,1.99,1.05,9.5,35.8,8.68,23.47,10.09,2.13,2.35,15.61,91.88,68.8,30.86,44.1,10.78,272.35,74.3,1.76,40.6,57.5,37.2,44.5,56.32,12.44
Armenia 1,Van II,17,3,3,11,12,5.0,21,41,-20,21.4,46.1,2.79,0.85,7.96,40.0,9.56,20.31,9.03,2.31,1.86,18.32,83.23,61.7,21.64,39.9,11.81,317.79,76.9,3.98,41.15,53.9,44.34,48.2,61.33,11.42
Armenia 1,Araks Ararat,17,6,1,10,19,13.8,18,24,-6,23.2,45.8,1.55,1.13,9.56,34.2,8.96,18.86,11.71,1.47,1.55,10.94,86.21,70.7,31.0,41.9,10.31,259.41,74.0,2.76,43.41,53.0,43.67,46.9,56.93,8.35
Armenia 1,Lernayin Artsakh,16,6,1,9,19,2.5,17,38,-21,23.6,44.3,4.1,0.69,7.72,28.1,8.2,16.89,9.17,2.65,3.86,20.03,84.21,64.5,13.51,35.7,15.82,320.67,78.6,1.45,33.54,55.4,39.81,45.5,51.88,11.58
Armenia 1,Mika Yerevan,17,3,6,8,15,11.3,18,34,-16,21.1,43.6,1.86,1.25,10.66,32.0,7.66,18.1,10.66,1.67,1.45,14.59,95.48,65.2,24.62,43.7,9.46,270.52,72.5,1.97,45.83,52.6,49.97,49.9,65.07,11.69
Armenia 1,Bentonit Idzhevan,17,4,4,9,16,12.5,22,32,-10,23.1,43.0,1.88,1.24,10.79,33.3,9.93,25.95,12.84,1.41,1.88,12.33,82.89,63.8,21.84,40.8,10.32,295.69,77.8,5.31,44.1,56.7,47.01,51.2,57.37,13.27
Armenia 1,Shirak II,17,3,3,11,12,2.8,20,50,-30,18.4,41.7,3.77,0.78,6.59,28.6,4.52,12.43,5.65,2.57,3.01,18.64,86.61,64.8,24.85,41.7,12.85,257.76,71.6,4.52,35.02,50.5,45.56,49.6,58.93,9.41
Australia 1,Melbourne City,18,5,7,6,22,26.7,20,24,-4,25.3,57.0,1.01,1.18,10.3,33.8,14.14,15.4,18.13,1.08,1.21,9.85,51.36,65.2,36.57,45.3,9.48,468.79,84.1,4.55,55.86,67.1,39.34,47.8,71.52,14.24
Australia 1,Sydney,18,9,2,7,29,28.4,25,18,7,27.1,54.1,1.28,1.6,14.05,34.2,10.99,22.13,19.63,1.35,0.92,12.78,55.81,60.2,26.98,48.1,12.3,439.98,85.4,5.67,50.29,65.1,39.25,48.4,64.65,16.1
Australia 1,Adelaide United,18,9,2,7,29,19.7,32,27,5,25.6,53.3,1.62,1.21,10.55,39.9,10.85,17.04,16.12,1.7,1.37,14.65,59.43,60.7,28.04,38.5,11.35,410.45,82.7,5.98,46.85,63.4,50.3,44.4,66.07,14.81
Australia 1,Western Sydney Wanderers,18,4,5,9,17,27.3,17,26,-9,27.4,51.2,0.86,1.52,12.73,28.2,18.04,17.18,21.02,1.3,1.31,10.56,50.84,65.5,32.34,42.7,11.47,423.98,84.4,5.05,47.8,71.7,38.25,52.8,65.04,16.83
Australia 1,Newcastle Jets,18,12,0,6,36,25.0,41,29,12,24.2,50.8,2.07,1.76,13.22,38.9,10.9,21.25,22.61,1.78,1.46,13.53,57.95,62.7,26.7,42.5,11.69,421.03,83.2,5.35,51.64,69.7,28.62,46.6,68.09,15.6
Australia 1,Auckland FC,18,9,5,4,32,29.6,29,18,11,26.9,50.6,1.47,1.7,13.15,37.3,15.89,15.78,19.78,1.21,0.91,9.46,57.22,65.9,39.97,50.6,8.84,358.68,80.5,4.0,45.63,65.2,36.42,52.2,60.66,11.79
Australia 1,Wellington Phoenix,18,5,5,8,20,25.1,28,38,-10,25.5,50.3,1.4,1.43,10.59,41.5,10.34,14.64,16.39,1.5,1.9,10.89,55.02,68.3,35.43,45.7,10.74,359.05,80.9,5.55,44.58,64.5,41.83,50.5,59.02,10.64
Australia 1,Melbourne Victory,18,8,3,7,27,28.4,27,23,4,26.6,49.8,1.36,1.35,14.28,34.3,16.14,15.08,21.79,1.03,1.16,9.03,55.64,64.9,37.43,44.3,11.04,410.85,80.2,4.39,56.55,68.3,41.87,46.4,72.75,13.27
Australia 1,Macarthur,18,6,7,5,25,27.9,24,24,0,29.1,47.5,1.22,1.52,12.08,30.4,18.91,21.56,19.72,1.26,1.22,11.87,58.91,63.7,37.25,46.8,12.38,349.55,81.0,2.45,38.48,70.1,37.46,54.4,58.56,13.45
Australia 1,Brisbane Roar,19,6,4,9,22,24.7,18,24,-6,25.8,46.9,0.85,0.98,11.09,30.6,9.91,15.81,11.37,1.04,1.13,9.96,56.35,63.4,33.13,46.9,11.15,320.12,79.2,5.62,43.04,56.5,45.4,50.3,57.11,9.67
Australia 1,Perth Glory,18,6,2,10,20,23.0,21,29,-8,25.8,45.2,1.06,1.15,9.99,35.9,11.56,14.74,15.45,1.26,1.46,12.22,61.13,63.3,35.33,47.6,13.1,375.6,81.0,5.4,45.73,61.6,40.99,48.5,62.34,10.35
Australia 1,Central Coast Mariners,17,6,4,7,22,13.6,24,26,-2,25.7,42.7,1.28,0.97,7.8,30.1,10.05,13.25,11.97,1.92,1.39,15.55,56.44,61.2,36.4,41.1,14.84,331.03,81.6,4.38,37.36,61.7,42.33,51.8,56.33,11.54
Austria 1,Salzburg,20,10,6,4,36,29.4,42,25,17,23.5,60.2,1.95,1.55,13.61,39.2,15.01,23.05,20.17,1.42,1.16,10.92,52.88,65.8,33.78,47.6,10.36,478.76,83.4,3.35,58.08,72.3,38.43,50.8,76.25,19.7
Austria 1,Rapid Wien,20,8,5,7,29,30.1,24,24,0,25.1,56.4,1.09,1.31,11.24,32.7,16.32,19.54,18.5,1.14,1.09,8.71,50.69,63.7,37.99,52.4,9.18,383.98,81.9,4.26,52.19,66.7,39.81,52.1,64.56,14.06
Austria 1,Sturm Graz,20,11,1,8,34,30.8,29,24,5,24.7,54.0,1.3,1.44,12.53,32.6,13.74,21.47,17.96,1.18,1.08,10.55,58.97,65.9,43.38,42.5,7.9,364.04,79.6,3.41,54.52,68.5,42.44,54.6,74.69,14.96
Austria 1,Rheindorf Altach,20,7,7,6,28,27.6,21,20,1,27.7,52.7,0.97,1.08,8.83,35.4,12.5,13.97,12.46,1.06,0.92,9.61,57.64,62.9,39.85,46.6,9.98,360.28,79.0,2.44,50.56,61.9,50.79,54.3,71.48,10.99
Austria 1,Wolfsberger AC,20,7,4,9,25,24.8,28,27,1,26.2,51.8,1.29,1.09,9.68,34.8,13.46,12.9,14.98,1.35,1.24,10.32,54.7,61.3,34.1,46.9,12.26,412.49,81.8,3.04,52.4,67.8,46.22,54.1,73.69,13.04
Austria 1,LASK,20,10,3,7,33,29.7,27,27,0,24.6,51.6,1.22,1.56,11.91,32.7,15.9,19.16,17.98,1.48,1.22,11.37,53.13,62.2,32.52,49.0,11.93,370.42,82.0,4.94,46.61,68.5,41.58,53.3,62.37,14.36
Austria 1,Austria Wien,20,10,2,8,32,28.3,30,28,2,27.4,51.0,1.37,1.18,10.27,36.4,17.44,13.38,16.53,1.1,1.28,8.4,56.35,62.5,41.83,45.2,11.58,375.21,77.8,3.15,55.25,64.2,46.89,52.0,73.33,12.97
Austria 1,Ried,20,8,4,8,28,30.1,25,26,-1,27.9,48.1,1.14,1.4,10.19,34.1,10.28,14.95,14.58,1.25,1.19,11.24,52.24,61.2,49.55,47.1,9.33,284.86,75.4,3.06,44.79,57.1,44.43,50.4,57.87,8.82
Austria 1,Blau-Weiß Linz,20,4,2,14,14,20.8,17,32,-15,26.2,46.6,0.78,0.97,9.24,27.2,13.18,11.71,13.68,1.39,1.46,10.89,59.89,63.5,43.1,45.9,10.35,344.31,75.2,3.89,51.06,59.9,54.59,49.0,72.84,8.1
Austria 1,Grazer AK,20,3,8,9,17,25.1,20,33,-13,25.4,45.7,0.9,1.05,8.08,32.2,9.88,15.31,10.46,1.23,1.48,10.73,54.48,62.2,37.46,46.2,10.98,303.19,75.9,3.77,44.15,54.1,51.69,50.0,59.96,9.12
Austria 1,WSG Swarovski Tirol,20,6,7,7,25,27.9,26,28,-2,24.2,43.9,1.2,1.25,10.13,34.5,11.0,12.8,12.98,1.28,1.29,9.81,53.72,61.7,42.12,46.3,12.73,322.3,78.4,3.22,44.33,61.2,46.68,56.2,65.92,10.27
Austria 1,Hartberg,20,8,7,5,31,27.4,28,23,5,24.2,38.6,1.28,1.28,8.66,42.3,7.24,15.86,11.59,1.3,1.05,11.82,60.63,63.2,33.91,36.1,19.75,278.8,76.4,3.57,35.93,58.8,40.78,50.9,57.24,9.76
Austria 2,St. Pölten,18,11,2,5,35,31.4,33,20,13,25.7,62.4,1.71,1.58,12.77,39.8,13.65,16.19,16.82,0.95,1.04,8.36,47.75,62.9,35.71,53.9,8.86,479.9,84.4,3.43,61.25,66.7,48.48,55.1,76.14,11.52
Austria 2,Liefering,17,5,8,4,23,25.4,24,26,-2,19.3,58.2,1.32,1.36,11.96,38.5,10.7,19.43,17.84,1.24,1.43,9.6,66.95,66.6,49.34,49.4,5.87,368.84,76.7,6.86,61.96,60.5,62.67,52.9,79.74,13.83
Austria 2,Austria Lustenau,18,10,5,3,35,28.0,26,16,10,25.9,53.6,1.35,1.23,11.96,34.6,14.28,21.12,16.25,0.95,0.83,9.21,53.57,69.5,52.22,42.7,10.79,372.89,80.0,2.95,53.25,62.8,56.41,55.3,75.72,11.75
Austria 2,First Vienna,17,6,5,6,23,23.6,20,18,2,25.6,52.4,1.1,1.11,11.14,26.2,12.85,17.15,11.69,1.0,0.99,8.71,61.05,63.5,39.71,48.2,9.84,351.45,77.0,3.97,47.76,58.5,53.49,47.5,68.99,11.91
Austria 2,Austria Salzburg,16,5,4,7,19,20.2,21,27,-6,25.1,50.8,1.22,1.1,9.39,34.8,10.62,12.07,12.6,1.26,1.57,10.15,71.39,70.3,46.14,45.3,8.7,323.25,76.2,3.62,45.85,56.0,51.45,51.1,70.87,10.03
Austria 2,Floridsdorfer AC,16,8,5,3,29,31.3,23,10,13,25.2,50.2,1.35,1.71,12.82,37.4,15.04,19.84,18.9,0.74,0.59,8.31,63.37,64.9,46.23,44.8,9.38,384.28,77.3,3.98,62.26,58.0,62.5,49.0,78.3,10.94
Austria 2,Austria Wien II,18,7,4,7,25,18.6,22,26,-4,20.1,49.9,1.22,0.97,8.25,40.3,7.75,14.57,12.79,1.34,1.38,11.85,58.98,65.7,46.8,43.2,10.54,367.64,76.6,4.49,50.79,50.9,56.6,45.5,69.06,9.19
Austria 2,Admira,18,10,7,1,37,34.3,40,16,24,25.1,49.7,2.06,1.49,12.08,33.6,14.7,14.24,17.17,0.75,0.82,7.97,58.08,67.0,50.89,41.2,9.47,366.84,78.3,4.27,51.3,59.1,56.23,54.3,73.86,10.9
Austria 2,Sturm Graz II,16,2,6,8,12,19.2,19,32,-13,20.5,49.4,1.1,1.27,9.01,41.3,11.22,19.13,12.79,1.54,1.86,11.63,67.97,66.3,49.59,40.6,8.36,348.84,74.3,3.84,60.52,57.6,54.53,46.7,75.64,12.15
Austria 2,WSPG Wels,18,3,5,10,14,20.3,19,29,-10,25.4,48.7,0.98,0.88,9.52,35.3,9.21,15.05,11.12,1.25,1.5,9.93,66.67,68.6,54.1,46.4,10.25,332.69,77.1,2.59,42.98,58.4,44.53,48.5,62.43,10.14
Austria 2,Stripfing,13,2,4,7,10,15.7,16,26,-10,26.0,48.0,1.25,1.16,10.4,33.8,11.03,16.34,12.67,1.36,1.8,9.7,62.4,61.5,48.71,46.5,11.26,340.53,77.5,3.13,48.4,55.4,58.25,51.4,62.95,9.23
Austria 2,Rapid Wien II,17,5,4,8,19,16.3,22,26,-4,19.5,47.5,1.21,0.97,8.82,38.1,10.09,23.31,12.12,1.65,1.43,13.23,63.16,63.9,40.73,42.2,11.41,320.76,76.5,4.19,44.15,56.8,48.83,47.9,66.91,11.52
Austria 2,Austria Klagenfurt,17,6,3,8,21,22.5,19,24,-5,25.0,46.3,1.12,1.04,8.02,38.2,11.8,13.56,11.44,1.06,1.3,10.67,63.87,65.5,47.48,49.6,10.88,356.34,77.0,2.48,51.55,55.3,55.79,49.8,70.42,8.32
Austria 2,Kapfenberger SV,18,5,3,10,18,17.6,21,35,-14,23.5,45.0,1.09,1.02,8.86,35.7,10.41,16.37,12.8,1.58,1.81,14.4,60.83,58.4,43.01,40.0,11.12,305.18,75.4,2.95,41.35,58.4,48.08,55.5,68.91,9.69
Austria 2,Bregenz,17,2,7,8,13,19.9,20,30,-10,24.4,43.6,1.11,0.92,8.73,40.5,10.12,16.81,13.54,1.29,1.6,12.22,60.98,64.0,46.22,42.8,13.6,322.3,74.8,3.59,48.59,59.0,53.18,50.1,72.14,9.79
Austria 2,Amstetten,18,9,8,1,35,24.8,32,16,16,25.2,42.8,1.76,1.21,11.28,42.0,13.16,16.68,15.41,1.11,0.88,9.36,69.14,64.5,65.94,45.7,10.81,286.9,68.5,3.91,58.73,55.8,66.55,52.0,74.31,8.2
Azerbaijan 1,Qarabag,20,14,3,3,45,34.9,36,13,23,27.0,65.8,1.68,1.61,14.0,34.3,16.01,22.5,22.55,1.02,0.61,6.82,50.46,61.1,18.81,51.9,7.41,479.08,86.5,3.92,65.17,75.3,31.93,53.7,71.79,18.02
Azerbaijan 1,Zira,21,9,8,4,35,32.7,28,22,6,28.4,58.7,1.23,1.12,9.83,37.9,13.87,18.47,15.31,0.88,0.97,7.2,58.05,62.4,26.59,44.2,9.78,450.53,86.2,2.63,51.38,75.1,38.97,58.6,64.29,16.15
